amb_adjusted,delay_withheld_info_adjusted,delay_foreshadowing_adjusted,delay_cliffhanger_adjusted,delay_pacing_adjusted,atmosphere_adjusted,length,punctuation_density,avg_word_length,ends_ellipsis,ends_dash,has_semicolon,adj_density,adv_density,modal_density,verb_density,Author
0,0,0,0,0,0,25,0.03125,5.4,0,0,0,0.16666666666666666,0.03333333333333333,0.0,0.03333333333333333,Poe
1,0,1,0,0,0,67,0.03712871287128713,4.552238805970149,0,0,0,0.08235294117647059,0.08235294117647059,0.0,0.08235294117647059,Poe
1,0,1,0,0,0,67,0.03712871287128713,4.552238805970149,0,0,0,0.08235294117647059,0.08235294117647059,0.0,0.08235294117647059,Poe
0,0,0,0,0,3,45,0.029490616621983913,4.777777777777778,0,0,1,0.06779661016949153,0.01694915254237288,0.0,0.13559322033898305,Poe
2,0,0,0,1,1,93,0.016541353383458645,4.913978494623656,0,0,1,0.09174311926605505,0.08256880733944955,0.0,0.11009174311926606,Poe
2,0,0,0,1,1,93,0.016541353383458645,4.913978494623656,0,0,1,0.09174311926605505,0.08256880733944955,0.0,0.11009174311926606,Poe
0,2,0,0,1,0,71,0.021739130434782608,4.816901408450704,0,0,0,0.06818181818181818,0.045454545454545456,0.0,0.14772727272727273,Poe
1,2,0,1,0,2,133,0.019430051813471502,4.7819548872180455,0,0,0,0.09868421052631579,0.039473684210526314,0.006578947368421052,0.09868421052631579,Poe
1,2,0,1,0,2,133,0.019430051813471502,4.7819548872180455,0,0,0,0.09868421052631579,0.039473684210526314,0.006578947368421052,0.09868421052631579,Poe
1,0,0,0,0,0,69,0.019337016574585635,4.231884057971015,0,0,0,0.02631578947368421,0.05263157894736842,0.013157894736842105,0.10526315789473684,Poe
1,0,0,0,0,2,115,0.027696793002915453,4.956521739130435,0,0,1,0.11029411764705882,0.051470588235294115,0.0,0.10294117647058823,Poe
1,0,0,0,1,0,46,0.01824817518248175,4.934782608695652,0,0,0,0.058823529411764705,0.058823529411764705,0.0,0.13725490196078433,Poe
2,0,1,0,0,0,64,0.024875621890547265,5.25,0,0,1,0.07894736842105263,0.11842105263157894,0.013157894736842105,0.11842105263157894,Poe
0,0,0,0,0,2,83,0.023809523809523808,4.554216867469879,0,0,0,0.06382978723404255,0.06382978723404255,0.0,0.11702127659574468,Poe
0,0,0,0,0,0,5,0.029411764705882353,5.8,0,0,0,0.16666666666666666,0.0,0.0,0.3333333333333333,Poe
4,1,0,0,1,2,198,0.023868312757201648,5.095959595959596,0,0,1,0.10822510822510822,0.05627705627705628,0.0,0.1471861471861472,Poe
4,1,0,0,1,2,198,0.023868312757201648,5.095959595959596,0,0,1,0.10822510822510822,0.05627705627705628,0.0,0.1471861471861472,Poe
4,1,0,0,1,2,198,0.023868312757201648,5.095959595959596,0,0,1,0.10822510822510822,0.05627705627705628,0.0,0.1471861471861472,Poe
4,1,0,0,1,2,198,0.023868312757201648,5.095959595959596,0,0,1,0.10822510822510822,0.05627705627705628,0.0,0.1471861471861472,Poe
4,1,0,0,1,2,198,0.023868312757201648,5.095959595959596,0,0,1,0.10822510822510822,0.05627705627705628,0.0,0.1471861471861472,Poe
4,1,0,0,1,2,198,0.023868312757201648,5.095959595959596,0,0,1,0.10822510822510822,0.05627705627705628,0.0,0.1471861471861472,Poe
4,1,0,0,1,2,198,0.023868312757201648,5.095959595959596,0,0,1,0.10822510822510822,0.05627705627705628,0.0,0.1471861471861472,Poe
0,0,0,0,0,0,12,0.014705882352941176,4.666666666666667,0,0,0,0.0,0.13333333333333333,0.0,0.2,Poe
0,0,0,0,0,3,76,0.020594965675057208,4.723684210526316,0,0,0,0.04597701149425287,0.04597701149425287,0.0,0.14942528735632185,Poe
1,1,1,0,4,2,130,0.022756005056890013,5.053846153846154,0,0,1,0.07792207792207792,0.05194805194805195,0.006493506493506494,0.12987012987012986,Poe
1,1,1,0,4,2,130,0.022756005056890013,5.053846153846154,0,0,1,0.07792207792207792,0.05194805194805195,0.006493506493506494,0.12987012987012986,Poe
1,1,1,0,4,2,130,0.022756005056890013,5.053846153846154,0,0,1,0.07792207792207792,0.05194805194805195,0.006493506493506494,0.12987012987012986,Poe
0,0,0,0,0,0,50,0.022508038585209004,5.2,0,0,0,0.09523809523809523,0.09523809523809523,0.0,0.1111111111111111,Poe
0,1,0,1,0,1,25,0.034482758620689655,4.8,0,0,0,0.0,0.10810810810810811,0.0,0.21621621621621623,Poe
0,0,0,0,0,0,13,0.013888888888888888,4.538461538461538,0,0,0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,Poe
1,0,0,0,0,1,40,0.02032520325203252,5.125,0,0,1,0.08,0.04,0.02,0.16,Poe
2,0,0,0,0,0,75,0.023094688221709007,4.76,0,0,0,0.058823529411764705,0.03529411764705882,0.023529411764705882,0.12941176470588237,Poe
7,1,1,1,4,4,249,0.03007518796992481,4.863453815261044,0,0,1,0.059602649006622516,0.06291390728476821,0.009933774834437087,0.12582781456953643,Poe
5,2,2,1,2,1,269,0.02247191011235955,4.899628252788104,0,0,1,0.07911392405063292,0.05063291139240506,0.006329113924050633,0.12658227848101267,Poe
5,2,2,1,2,1,269,0.02247191011235955,4.899628252788104,0,0,1,0.07911392405063292,0.05063291139240506,0.006329113924050633,0.12658227848101267,Poe
2,1,0,0,2,0,78,0.02534562211981567,4.551282051282051,0,0,1,0.06741573033707865,0.06741573033707865,0.011235955056179775,0.14606741573033707,Poe
3,0,0,0,4,1,184,0.024208566108007448,4.815217391304348,0,0,1,0.0776255707762557,0.0593607305936073,0.0,0.1232876712328767,Poe
1,0,0,0,0,0,59,0.03164556962025317,4.322033898305085,0,0,1,0.08695652173913043,0.014492753623188406,0.0,0.10144927536231885,Poe
-1,-1,-1,-1,-1,-1,34,0.039603960396039604,4.882352941176471,0,0,0,0.09090909090909091,0.12727272727272726,0.0,0.14545454545454545,Poe
-1,-1,-1,-1,-1,-1,34,0.039603960396039604,4.882352941176471,0,0,0,0.09090909090909091,0.12727272727272726,0.0,0.14545454545454545,Poe
-1,-1,-1,-1,-1,0,14,0.02857142857142857,6.428571428571429,0,0,0,0.13793103448275862,0.1724137931034483,0.0,0.10344827586206896,Poe
1,0,0,0,0,1,36,0.024509803921568627,4.638888888888889,0,0,0,0.044444444444444446,0.06666666666666667,0.0,0.13333333333333333,Poe
1,0,1,0,1,0,94,0.014925373134328358,4.670212765957447,0,0,0,0.08411214953271028,0.04672897196261682,0.0,0.09345794392523364,Poe
1,0,1,0,1,0,94,0.014925373134328358,4.670212765957447,0,0,0,0.08411214953271028,0.04672897196261682,0.0,0.09345794392523364,Poe
0,0,0,0,0,1,62,0.028735632183908046,4.596774193548387,0,0,0,0.02702702702702703,0.05405405405405406,0.0,0.12162162162162163,Poe
2,1,2,4,3,2,152,0.015730337078651686,4.828947368421052,0,0,1,0.07303370786516854,0.06741573033707865,0.0056179775280898875,0.11797752808988764,Poe
2,1,2,4,3,2,152,0.015730337078651686,4.828947368421052,0,0,1,0.07303370786516854,0.06741573033707865,0.0056179775280898875,0.11797752808988764,Poe
2,1,2,4,3,2,152,0.015730337078651686,4.828947368421052,0,0,1,0.07303370786516854,0.06741573033707865,0.0056179775280898875,0.11797752808988764,Poe
