amb_adjusted,delay_withheld_info_adjusted,delay_foreshadowing_adjusted,delay_cliffhanger_adjusted,delay_pacing_adjusted,atmosphere_adjusted,length,punctuation_density,avg_word_length,ends_ellipsis,ends_dash,has_semicolon,adj_density,adv_density,modal_density,verb_density,Author
1,0,0,0,0,2,40,0.04219409282700422,4.85,0,0,1,0.14754098360655737,0.04918032786885246,0.0,0.18032786885245902,Jacobs
0,0,0,0,0,0,22,0.025210084033613446,4.363636363636363,0,0,0,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.15384615384615385,Jacobs
1,0,0,0,0,2,43,0.017391304347826087,4.325581395348837,0,0,0,0.04081632653061224,0.02040816326530612,0.0,0.14285714285714285,Jacobs
0,0,0,0,0,0,12,0.027777777777777776,5.0,0,0,0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,Jacobs
0,0,0,0,1,1,15,0.04395604395604396,5.0,0,0,0,0.08695652173913043,0.0,0.0,0.2608695652173913,Jacobs
0,0,0,0,0,1,10,0.0392156862745098,4.1,0,0,0,0.0625,0.0,0.0,0.25,Jacobs
0,0,0,0,0,0,4,0.06666666666666667,6.5,0,0,0,0.0,0.0,0.0,0.3,Jacobs
0,0,0,0,0,0,9,0.06153846153846154,6.222222222222222,0,0,1,0.05263157894736842,0.05263157894736842,0.0,0.2631578947368421,Jacobs
0,0,0,0,0,3,34,0.01744186046511628,4.0588235294117645,0,0,0,0.08108108108108109,0.02702702702702703,0.0,0.08108108108108109,Jacobs
2,0,0,0,0,0,51,0.021739130434782608,4.392156862745098,0,0,1,0.017543859649122806,0.05263157894736842,0.03508771929824561,0.19298245614035087,Dickens
0,0,1,0,0,0,75,0.023017902813299233,4.173333333333333,0,0,0,0.07058823529411765,0.07058823529411765,0.011764705882352941,0.17647058823529413,Dickens
1,0,0,2,1,0,77,0.019851116625310174,4.220779220779221,0,0,0,0.047058823529411764,0.08235294117647059,0.0,0.21176470588235294,Dickens
1,0,0,0,0,0,8,0.03389830508474576,6.375,0,0,0,0.1,0.2,0.0,0.2,Dickens
1,0,0,0,2,1,91,0.015250544662309368,4.021978021978022,0,0,0,0.030612244897959183,0.07142857142857142,0.0,0.19387755102040816,Dickens
0,0,0,0,0,3,52,0.028070175438596492,4.461538461538462,0,0,0,0.08333333333333333,0.016666666666666666,0.0,0.13333333333333333,Dickens
0,0,0,0,0,1,14,0.016129032258064516,3.4285714285714284,0,0,0,0.06666666666666667,0.06666666666666667,0.0,0.2,Dickens
1,0,1,0,0,1,76,0.02570694087403599,4.078947368421052,0,0,1,0.06818181818181818,0.045454545454545456,0.0,0.14772727272727273,Dickens
1,0,1,0,0,1,76,0.02570694087403599,4.078947368421052,0,0,1,0.06818181818181818,0.045454545454545456,0.0,0.14772727272727273,Dickens
1,0,1,0,0,1,76,0.02570694087403599,4.078947368421052,0,0,1,0.06818181818181818,0.045454545454545456,0.0,0.14772727272727273,Dickens
1,0,1,0,0,1,76,0.02570694087403599,4.078947368421052,0,0,1,0.06818181818181818,0.045454545454545456,0.0,0.14772727272727273,Dickens
2,0,0,0,0,0,57,0.03666666666666667,4.192982456140351,0,0,0,0.05405405405405406,0.04054054054054054,0.013513513513513514,0.16216216216216217,Dickens
2,0,0,0,0,0,57,0.03666666666666667,4.192982456140351,0,0,0,0.05405405405405406,0.04054054054054054,0.013513513513513514,0.16216216216216217,Dickens
2,0,2,0,0,1,39,0.04591836734693878,3.948717948717949,0,0,0,0.05357142857142857,0.0,0.0,0.23214285714285715,Dickens
0,0,0,0,0,0,10,0.04878048780487805,3.1,0,0,0,0.0,0.0,0.0,0.25,Dickens
1,0,0,0,0,2,66,0.026239067055393587,4.166666666666667,0,0,0,0.038461538461538464,0.05128205128205128,0.0,0.16666666666666666,Dickens
1,1,1,0,0,2,185,0.02267818574514039,3.972972972972973,0,0,1,0.0514018691588785,0.037383177570093455,0.018691588785046728,0.19626168224299065,Dickens
1,1,1,0,0,2,185,0.02267818574514039,3.972972972972973,0,0,1,0.0514018691588785,0.037383177570093455,0.018691588785046728,0.19626168224299065,Dickens
0,0,0,0,0,0,11,0.04838709677419355,4.545454545454546,0,0,0,0.0625,0.0625,0.0,0.1875,Dickens
0,0,0,0,0,1,39,0.0427807486631016,3.717948717948718,0,0,0,0.08,0.04,0.06,0.12,Dickens
0,0,0,0,0,0,8,0.05,4.0,0,0,0,0.08333333333333333,0.0,0.0,0.25,Dickens
0,0,0,0,0,0,5,0.07142857142857142,4.6,0,0,0,0.0,0.0,0.0,0.125,Dickens
0,0,0,0,0,0,45,0.013333333333333334,3.977777777777778,0,0,0,0.06,0.04,0.0,0.14,Dickens
0,0,0,0,0,0,9,0.020833333333333332,4.333333333333333,0,0,0,0.0,0.1,0.0,0.1,Dickens
0,0,0,0,0,0,17,0.011494252873563218,4.117647058823529,0,0,0,0.0,0.1111111111111111,0.0,0.16666666666666666,Dickens
0,0,2,0,0,2,65,0.02287581699346405,3.6923076923076925,0,0,0,0.06666666666666667,0.06666666666666667,0.0,0.17333333333333334,Dickens
2,0,1,0,0,3,160,0.02402745995423341,4.43125,0,0,1,0.06382978723404255,0.06382978723404255,0.010638297872340425,0.1702127659574468,Dickens
2,0,1,0,0,3,160,0.02402745995423341,4.43125,0,0,1,0.06382978723404255,0.06382978723404255,0.010638297872340425,0.1702127659574468,Dickens
0,0,0,0,1,0,61,0.022857142857142857,4.704918032786885,0,0,0,0.08450704225352113,0.028169014084507043,0.0,0.14084507042253522,Dickens
0,0,1,0,0,1,45,0.04132231404958678,4.333333333333333,0,0,0,0.03636363636363636,0.0,0.0,0.16363636363636364,Dickens
0,0,0,0,0,1,54,0.02464788732394366,4.222222222222222,0,0,0,0.015384615384615385,0.046153846153846156,0.0,0.12307692307692308,Dickens
0,0,0,0,0,1,16,0.024390243902439025,4.0625,0,0,0,0.05555555555555555,0.0,0.0,0.1111111111111111,Dickens
0,0,0,0,0,0,11,0.07017543859649122,4.181818181818182,0,0,0,0.0,0.125,0.0,0.125,Dickens
0,0,0,0,0,0,8,0.030303030303030304,3.125,0,0,0,0.0,0.0,0.0,0.1,Dickens
0,0,0,0,0,0,28,0.03361344537815126,3.25,0,0,0,0.03125,0.0,0.0,0.125,Dickens
0,0,0,0,0,0,13,0.045454545454545456,4.076923076923077,0,0,0,0.05555555555555555,0.0,0.0,0.2222222222222222,Dickens
-1,-1,0,-1,-1,0,36,0.04060913705583756,4.444444444444445,0,0,0,0.020833333333333332,0.08333333333333333,0.020833333333333332,0.20833333333333334,Dickens
0,0,1,0,0,0,22,0.042735042735042736,4.318181818181818,0,0,0,0.0,0.034482758620689655,0.0,0.20689655172413793,Dickens
0,0,1,0,0,0,13,0.022727272727272728,5.6923076923076925,0,0,0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,Dickens
0,0,0,0,0,0,28,0.04580152671755725,3.6785714285714284,0,0,0,0.0,0.0,0.027777777777777776,0.1388888888888889,Dickens
0,0,0,0,0,0,14,0.02857142857142857,3.9285714285714284,0,0,0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.23529411764705882,Dickens
0,0,1,0,0,0,41,0.04060913705583756,3.7560975609756095,0,0,0,0.04,0.1,0.0,0.16,Dickens
0,-1,-1,-1,-1,-1,63,0.016,4.936507936507937,0,0,0,0.028985507246376812,0.07246376811594203,0.014492753623188406,0.14492753623188406,Dickens
1,0,2,0,0,2,59,0.017921146953405017,3.711864406779661,0,0,0,0.0625,0.046875,0.015625,0.15625,Dickens
1,0,2,0,0,2,59,0.017921146953405017,3.711864406779661,0,0,0,0.0625,0.046875,0.015625,0.15625,Dickens
1,0,0,0,0,0,88,0.024070021881838075,4.181818181818182,0,0,0,0.06,0.04,0.01,0.14,Dickens
1,0,1,0,0,0,56,0.01892744479495268,4.642857142857143,0,0,0,0.09090909090909091,0.015151515151515152,0.015151515151515152,0.25757575757575757,Dickens
-1,-1,-1,-1,-1,-1,76,0.04295942720763723,4.447368421052632,0,0,0,0.05714285714285714,0.047619047619047616,0.009523809523809525,0.1523809523809524,Dickens
0,0,0,0,0,0,39,0.03225806451612903,3.717948717948718,0,0,0,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.21568627450980393,Dickens
0,0,0,0,0,0,8,0.06666666666666667,4.5,0,0,0,0.06666666666666667,0.0,0.0,0.2,Dickens
2,0,1,0,1,0,94,0.021484375,4.414893617021277,0,0,1,0.0761904761904762,0.05714285714285714,0.009523809523809525,0.1523809523809524,Dickens
2,0,1,0,1,0,94,0.021484375,4.414893617021277,0,0,1,0.0761904761904762,0.05714285714285714,0.009523809523809525,0.1523809523809524,Dickens
2,0,1,0,1,0,94,0.021484375,4.414893617021277,0,0,1,0.0761904761904762,0.05714285714285714,0.009523809523809525,0.1523809523809524,Dickens
3,0,1,0,1,9,187,0.017921146953405017,4.9411764705882355,0,0,1,0.1210762331838565,0.03139013452914798,0.004484304932735426,0.06278026905829596,Poe
3,0,1,0,1,9,187,0.017921146953405017,4.9411764705882355,0,0,1,0.1210762331838565,0.03139013452914798,0.004484304932735426,0.06278026905829596,Poe
3,0,1,0,1,9,187,0.017921146953405017,4.9411764705882355,0,0,1,0.1210762331838565,0.03139013452914798,0.004484304932735426,0.06278026905829596,Poe
3,0,1,0,1,9,187,0.017921146953405017,4.9411764705882355,0,0,1,0.1210762331838565,0.03139013452914798,0.004484304932735426,0.06278026905829596,Poe
0,0,0,0,1,0,20,0.009259259259259259,4.4,0,0,0,0.04,0.04,0.0,0.16,Poe
4,0,2,0,0,4,173,0.02044790652385589,4.913294797687861,0,0,1,0.09644670050761421,0.06091370558375635,0.01015228426395939,0.116751269035533,Poe
4,0,2,0,0,4,173,0.02044790652385589,4.913294797687861,0,0,1,0.09644670050761421,0.06091370558375635,0.01015228426395939,0.116751269035533,Poe
4,0,2,0,0,4,173,0.02044790652385589,4.913294797687861,0,0,1,0.09644670050761421,0.06091370558375635,0.01015228426395939,0.116751269035533,Poe
4,0,1,0,0,0,122,0.021917808219178082,4.967213114754099,0,0,0,0.056338028169014086,0.014084507042253521,0.007042253521126761,0.11267605633802817,Poe
2,0,0,0,1,0,53,0.009146341463414634,5.169811320754717,0,0,0,0.078125,0.046875,0.03125,0.140625,Poe
2,0,0,0,0,0,54,0.02456140350877193,4.2592592592592595,0,0,0,0.047619047619047616,0.06349206349206349,0.015873015873015872,0.09523809523809523,Poe
2,1,0,0,0,4,98,0.018612521150592216,5.0,0,0,0,0.09734513274336283,0.05309734513274336,0.008849557522123894,0.11504424778761062,Poe
2,1,0,0,0,4,98,0.018612521150592216,5.0,0,0,0,0.09734513274336283,0.05309734513274336,0.008849557522123894,0.11504424778761062,Poe
2,1,0,0,0,4,98,0.018612521150592216,5.0,0,0,0,0.09734513274336283,0.05309734513274336,0.008849557522123894,0.11504424778761062,Poe
2,0,1,0,0,0,57,0.021604938271604937,4.666666666666667,0,0,0,0.0625,0.03125,0.015625,0.140625,Poe
1,0,0,0,0,1,109,0.018633540372670808,4.889908256880734,0,0,0,0.06299212598425197,0.031496062992125984,0.0,0.16535433070866143,Poe
1,0,0,0,0,1,109,0.018633540372670808,4.889908256880734,0,0,0,0.06299212598425197,0.031496062992125984,0.0,0.16535433070866143,Poe
1,0,0,0,0,1,109,0.018633540372670808,4.889908256880734,0,0,0,0.06299212598425197,0.031496062992125984,0.0,0.16535433070866143,Poe
0,0,0,0,0,4,77,0.023404255319148935,5.077922077922078,0,0,1,0.11363636363636363,0.06818181818181818,0.0,0.125,Poe
0,0,0,0,0,4,77,0.023404255319148935,5.077922077922078,0,0,1,0.11363636363636363,0.06818181818181818,0.0,0.125,Poe
0,0,0,0,0,0,9,0.056338028169014086,6.888888888888889,0,0,0,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,Poe
0,0,0,0,0,0,26,0.019867549668874173,4.769230769230769,0,0,0,0.06896551724137931,0.0,0.0,0.20689655172413793,Poe
0,0,1,0,0,0,41,0.04265402843601896,4.097560975609756,0,0,1,0.04,0.16,0.0,0.12,Poe
0,0,1,0,0,0,41,0.04265402843601896,4.097560975609756,0,0,1,0.04,0.16,0.0,0.12,Poe
2,0,0,1,1,0,224,0.025816249050873197,4.857142857142857,0,0,1,0.10727969348659004,0.06896551724137931,0.0038314176245210726,0.09195402298850575,Poe
2,0,0,1,1,0,224,0.025816249050873197,4.857142857142857,0,0,1,0.10727969348659004,0.06896551724137931,0.0038314176245210726,0.09195402298850575,Poe
2,0,0,1,1,0,224,0.025816249050873197,4.857142857142857,0,0,1,0.10727969348659004,0.06896551724137931,0.0038314176245210726,0.09195402298850575,Poe
2,0,0,1,1,0,224,0.025816249050873197,4.857142857142857,0,0,1,0.10727969348659004,0.06896551724137931,0.0038314176245210726,0.09195402298850575,Poe
2,0,0,1,1,0,224,0.025816249050873197,4.857142857142857,0,0,1,0.10727969348659004,0.06896551724137931,0.0038314176245210726,0.09195402298850575,Poe
0,0,0,0,0,0,7,0.02040816326530612,6.0,0,0,0,0.125,0.125,0.0,0.125,Poe
2,1,0,0,3,0,102,0.022082018927444796,5.196078431372549,0,0,0,0.10655737704918032,0.03278688524590164,0.00819672131147541,0.10655737704918032,Poe
2,1,0,0,3,0,102,0.022082018927444796,5.196078431372549,0,0,0,0.10655737704918032,0.03278688524590164,0.00819672131147541,0.10655737704918032,Poe
2,0,0,0,1,0,41,0.02857142857142857,4.951219512195122,0,0,0,0.08,0.06,0.02,0.14,Poe
2,1,2,0,1,2,108,0.029874213836477988,4.861111111111111,0,0,1,0.07692307692307693,0.05384615384615385,0.023076923076923078,0.13076923076923078,Poe
2,1,2,0,1,2,108,0.029874213836477988,4.861111111111111,0,0,1,0.07692307692307693,0.05384615384615385,0.023076923076923078,0.13076923076923078,Poe
2,1,2,0,1,2,108,0.029874213836477988,4.861111111111111,0,0,1,0.07692307692307693,0.05384615384615385,0.023076923076923078,0.13076923076923078,Poe
0,0,1,0,0,0,23,0.056451612903225805,4.3478260869565215,0,0,0,0.0,0.16666666666666666,0.03333333333333333,0.1,Poe
1,1,1,0,1,3,202,0.018706157443491817,5.336633663366337,0,0,0,0.09716599190283401,0.06882591093117409,0.012145748987854251,0.09716599190283401,Poe
1,1,1,0,1,3,202,0.018706157443491817,5.336633663366337,0,0,0,0.09716599190283401,0.06882591093117409,0.012145748987854251,0.09716599190283401,Poe
1,0,0,0,1,0,57,0.02702702702702703,4.824561403508772,0,0,0,0.04054054054054054,0.04054054054054054,0.02702702702702703,0.13513513513513514,Poe
1,0,1,0,0,0,98,0.015202702702702704,5.010204081632653,0,0,0,0.08108108108108109,0.06306306306306306,0.009009009009009009,0.14414414414414414,Poe
1,0,1,0,0,0,98,0.015202702702702704,5.010204081632653,0,0,0,0.08108108108108109,0.06306306306306306,0.009009009009009009,0.14414414414414414,Poe
1,0,1,0,0,0,98,0.015202702702702704,5.010204081632653,0,0,0,0.08108108108108109,0.06306306306306306,0.009009009009009009,0.14414414414414414,Poe
1,0,0,0,0,2,85,0.014830508474576272,4.529411764705882,0,0,0,0.09782608695652174,0.08695652173913043,0.010869565217391304,0.07608695652173914,Poe
0,0,0,0,0,0,63,0.016,4.920634920634921,0,0,1,0.05555555555555555,0.06944444444444445,0.027777777777777776,0.1388888888888889,Poe
